mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_n_estimators,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
89.4929850101471,0.8772497177124023,1.6441259384155273,0.5667924880981445,20,sqrt,1,600,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 600}",0.8219254306713744,0.8228787392062755,0.8224020849388249,0.0004766542674505825,1,1.0,1.0,1.0,0.0
90.74726283550262,0.02814042568206787,1.414840579032898,0.24246537685394287,,sqrt,1,600,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 600}",0.8207537623814983,0.8222013825690597,0.821477572475279,0.0007238100937806968,2,1.0,1.0,1.0,0.0
77.93491816520691,0.47742486000061035,0.9507155418395996,0.007805347442626953,40,sqrt,1,600,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 600}",0.8200867879986136,0.8222013825690597,0.8211440852838366,0.00105729728522308,3,1.0,1.0,1.0,0.0
59.33309066295624,0.02568352222442627,0.990147590637207,0.03566241264343262,20,sqrt,1,400,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 400}",0.8191114613497775,0.8167078479295172,0.8179096546396474,0.0012018067101301488,4,1.0,1.0,1.0,0.0
61.36948823928833,1.306549072265625,1.1577461957931519,0.016426920890808105,40,sqrt,1,400,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 400}",0.8180788484212588,0.8175542874070857,0.8178165679141722,0.00026228050708654305,5,1.0,1.0,1.0,0.0
62.297375082969666,0.3507348299026489,1.2338334321975708,0.2441190481185913,,sqrt,1,400,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 400}",0.8177442470176364,0.8175542874070857,0.817649267212361,9.497980527534144e-05,6,1.0,1.0,1.0,0.0
31.845722198486328,0.24054813385009766,0.6911954879760742,0.14108586311340332,,sqrt,1,200,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.8120995695112073,0.8149002122217927,0.8134998908665,0.0014003213552926663,7,1.0,1.0,1.0,0.0
32.20004975795746,0.4276183843612671,0.8443223237991333,0.018059134483337402,40,sqrt,1,200,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.8119272516840369,0.8149002122217927,0.8134137319529148,0.0014864802688778767,8,1.0,1.0,1.0,0.0
31.490132689476013,0.23642122745513916,0.8697434663772583,0.060936570167541504,20,sqrt,1,200,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'n_estimators': 200}",0.8144580997716043,0.8099470038726526,0.8122025518221285,0.0022555479494758557,9,1.0,1.0,1.0,0.0
76.43873810768127,0.665630578994751,1.1909146308898926,0.04321646690368652,20,sqrt,4,600,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 600}",0.803245370718913,0.801888326938555,0.8025668488287341,0.0006785218901789736,10,0.9983334442592777,0.9983335773704598,0.9983335108148688,6.655559103840858e-08
54.73219549655914,0.7996810674667358,1.3618032932281494,0.22986340522766113,20,sqrt,4,400,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 400}",0.8002667418341198,0.8042170837224148,0.8022419127782674,0.0019751709441475085,11,0.9983335330000599,0.9986668885926665,0.9985002107963632,0.00016667779630330504
30.131615042686462,0.966854453086853,0.3193877935409546,0.16617858409881592,40,sqrt,4,600,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 600}",0.799584671615579,0.8020467161259163,0.8008156938707476,0.0012310222551686345,12,0.9983334442592777,0.9988333999222289,0.9985834220907532,0.0002499778314755674
81.87177002429962,0.31089961528778076,1.6426931619644165,0.07927906513214111,,sqrt,4,600,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 600}",0.799584671615579,0.8020467161259163,0.8008156938707476,0.0012310222551686345,12,0.9983334442592777,0.9988333999222289,0.9985834220907532,0.0002499778314755674
55.93321132659912,0.6884269714355469,0.9671825170516968,0.14365756511688232,,sqrt,4,400,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 400}",0.8004174171527428,0.8008910707619342,0.8006542439573385,0.00023682680459569116,14,0.9983335330000599,0.9990001110000184,0.9986668220000392,0.0003332889999792532
44.60361993312836,0.5441228151321411,0.7252002954483032,0.059918999671936035,40,sqrt,4,400,"{'max_depth': 40, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 400}",0.8004174171527428,0.8008910707619342,0.8006542439573385,0.00023682680459569116,14,0.9983335330000599,0.9990001110000184,0.9986668220000392,0.0003332889999792532
28.2872953414917,0.07834029197692871,0.6370137929916382,0.0652695894241333,20,sqrt,4,200,"{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'n_estimators': 200}",0.7923977138607614,0.8009134286811691,0.7966555712709653,0.004257857410203847,16,0.9980003992002395,0.9988333999222289,0.9984168995612341,0.0004165003609946649
