timestamp,model,svm_kernel,svm_C,scaler_type,val_accuracy,test_accuracy,experiment_name,quick_mode,image_size,pca_components,cv_folds,threads
2025-10-26T20:08:09,SVC,rbf,3,scale,0.463350,0.464121,svm/linear_or_rbf,True,(96x96),128,2,4
